City,Date,Temp,Humidity,Pressure,Wind,CO2,PM2.5,Noise,Light,Ozone,Rainfall
CityC,2020-09-06,5.8180538396933414,3.562757188544108,11.905350059389587,34.05832717304183,53.73771028973191,58.70968375653784,59.0786617793208,75.3901830871779,91.01476905543613,100.55493515004918
CityA,2018-04-02,9.127803991152401,21.77633874431921,21.94832529302158,41.039845905934634,,53.888694391655484,61.48855802953267,74.34749464388787,92.5125389923915,94.89355285895275
CityB,2018-02-02,7.466569069182174,15.401149250984329,27.434703301177084,35.38206487688763,47.68910616199261,,71.3507740657312,74.48571021674852,96.15955029585022,88.22621428040469
CityA,2020-07-19,4.46429425426322,13.107959837510048,27.852197253178986,33.853940644184014,45.45597122341369,55.83869352148747,74.39584654760988,72.61276648481048,81.27487665785429,99.11869592804493
CityB,2020-06-11,5.366345130990469,17.23953836533708,30.6128455768023,39.35358365827772,39.173293982349364,42.49196566567768,63.62928803867245,68.58448849530933,91.34573905540833,86.1379333220613
CityB,2019-01-20,10.4766491955716,8.47345887319298,26.16908712718067,32.148363764599615,51.84539545901693,57.28310010161437,74.9846051842536,69.15278095628034,85.25413118036988,103.77100900848033
CityC,2020-02-24,2.2709953889359795,11.957038271210015,19.761321200976926,38.41475066225496,47.04224508982896,52.61984905055898,71.05911549142651,76.42706473605263,87.13155602002473,88.19329263325724
CityA,2019-08-09,1.728051415500978,,31.967854825317932,29.176695510261695,47.46873643617055,60.326707954200984,60.9795994519186,72.85605435228553,73.7035580233452,99.32775611246748
CityA,2018-06-24,5.130673701723859,13.428283772894076,19.90428986257811,46.05237858483821,48.52969826754026,60.02309495346109,69.61913335728427,77.48691769828098,80.5290490085964,89.78635559624509
CityA,2019-01-03,1.029410346786497,16.89881137542588,29.344841341671504,31.0793088787016,44.13097878066982,49.330449344935374,80.65952536969209,84.09071218217792,96.72112445485105,99.55791386238977
CityA,2020-05-29,8.42988425463219,18.671983766330737,22.79904893255365,29.218761901764754,57.46604825546909,56.880810476327554,72.46148871507174,70.80089518695674,85.6011757450447,97.65343762247406
CityC,2018-11-21,5.069280658736565,13.351533055375173,23.88606049296269,,40.32769834030196,63.911347086958074,68.68255882580168,79.05591740015346,81.38514249008891,91.94508921172002
CityB,2018-03-04,8.88085974943208,12.809147825378936,32.38649800047975,36.050945244452166,52.65741725390037,56.861741540866525,71.63146988000302,73.23217046733015,79.08656569686164,98.08359729892906
CityB,2019-09-28,6.397977759217758,12.52354788258508,24.67946144644233,46.30145789186484,37.424430826049715,56.804874998559534,72.2997218964548,79.92140555162896,79.10735196264899,
CityB,2019-03-17,,9.64034421764307,18.88487199362647,36.806410918997415,56.57475151890208,47.610164430129856,67.7513794934885,70.91788501064525,83.30237888969368,97.45522912870676
CityC,2020-01-20,4.195952648121286,10.901400482721444,24.555114970116975,29.87650126045003,42.00524746861426,44.76853845853819,55.00786873999423,76.49346202168718,89.72854918172762,93.42511271731092
CityC,2018-05-23,10.522806635660881,12.783433778493178,34.126548143818475,36.35286944510334,,44.37514287311654,55.643274787373635,74.76437033989185,94.59803640370849,93.50510975421767
CityC,2020-06-02,2.4496793939899093,12.376843766105303,24.530917802000275,27.587371659627596,38.24378647479492,57.32122717433288,62.65030231939244,68.18509442479221,,102.78958113795008
CityA,2020-08-16,7.6811571599153705,16.144267992455816,17.605865858588547,27.995796644502327,37.81926758012048,54.07150553905338,68.54991703556246,85.85055647886736,80.50155339239308,
CityB,2020-03-06,3.0652706424679064,13.265254878737636,20.473572637283258,31.323145914526737,43.88025497015643,68.00830648256776,65.59354785301423,69.40306068545223,86.97080201748108,94.50065800779436
CityA,2020-09-15,-0.03681382912468334,11.959189877245635,28.820909462081094,33.59204648192667,,56.7202670379759,61.78316456162593,78.25530010555633,,93.32358658019581
CityB,2018-10-21,8.571452743687331,18.89696543247122,28.724471822634133,,41.619272145288754,51.868070492715944,53.91353187574587,71.60708323600188,83.86503569488956,88.2464552562064
CityC,2020-02-23,-1.107184842488894,20.06119768118377,19.496385120025923,34.47969349384624,44.17662836333809,58.32933307436362,66.03429558387853,73.20816249146687,75.79433365091876,
CityA,2019-05-21,3.8653043497931536,,29.971045754468363,44.02372527809679,44.77921620339184,56.70664557634067,63.652113895915534,70.63661608727142,78.46810231376821,97.0316734193812
CityC,2020-03-28,,18.38571208258417,33.568677867877945,27.418812536753816,43.95180162130231,43.258087984286746,59.30676540680458,71.74742439289717,85.68117924701785,87.84772736417223
CityB,2018-09-27,13.587101686718448,15.555649742215447,30.81514526784084,22.658268514197943,40.37012620624357,50.4760552749689,63.542386422640575,71.90314687497717,76.75254252612356,101.11688011275443
CityB,2020-07-24,-4.85383795660268,19.86901154375688,27.044864018516222,47.51534919171147,41.16493320361785,61.496517596589406,49.0269711220324,77.15356598189356,85.9760842410792,96.4094023057446
CityA,2018-03-02,1.3387082621006026,,16.662109203426937,45.531480914450725,,50.39991436815875,56.1825756522576,67.57589736135431,91.63705250904276,98.99546622961563
CityC,2019-01-03,-7.114976024091218,14.449273234001787,16.521073078988277,38.27694411678045,53.572553821419675,64.73387917359437,65.72036981439368,72.67645974988925,92.21886618924015,80.98565371873805
CityB,2018-05-29,11.92305869469282,10.18505323507676,29.022238989903734,42.08707213755277,36.8141476535711,52.399489497172254,56.0777469706566,80.02093841368335,83.66857279724731,97.75855332355498
CityA,2020-06-26,10.218738969086285,17.52485535020581,8.04003380885203,33.562843143846635,51.81981712236252,54.479677430045875,71.73028232694969,85.67919555711947,86.7557970336144,98.02740638817383
CityB,2019-05-23,13.71586114955246,21.53373307474699,27.100238003921547,37.23682137075511,46.193593775604164,54.211837768135624,46.40168028739915,,80.92210058491311,88.77525887634374
CityA,2020-02-13,7.988752497216651,9.13758141902593,34.460325575007566,38.51060270765957,41.85419727807813,64.73147430308784,64.57218637991939,76.92110826564603,88.92176270985486,88.29723391511585
CityC,2018-05-16,-0.7471964897107277,14.929116152809623,28.081090306482206,36.334918923602196,41.53618153216239,52.79921759003321,59.912967415338414,77.22822504420223,82.23558762886364,98.97289703052195
CityB,2018-05-02,14.744103133249427,29.943479903591474,,36.31997685028618,52.71045651085445,57.85078682771469,70.00909754876332,70.84343576251737,78.78007811266447,97.9779769523459
CityA,2018-05-30,9.834395423109967,17.759200014026934,26.484821527362154,31.935302827301555,,46.58170244187395,71.01004792137009,73.53266749283944,88.97591441952382,87.90287053797542
CityB,2019-09-21,6.412521720567676,19.46038616376694,33.06500997881999,,,58.34101381194395,69.55173810598926,81.11178850395657,82.47114432649828,89.19692451549167
CityA,2019-01-12,,20.478763047940557,23.70893307285993,38.86330484621967,36.56234203176371,52.095404447404285,53.928146486721715,64.81094394061907,89.76590124868284,98.08717770103944
CityA,2019-03-10,6.745442791474772,16.46228184864659,21.773771820840707,43.51443676046675,41.71642910075352,47.881796452742314,69.46899668822998,73.84730392660416,89.35567558343092,91.84961347360303
CityB,2019-09-27,0.4358222456667997,11.002795000505447,28.534563285630156,34.14492955509908,49.957535800884635,58.609083770046624,71.17737575297625,69.7313075158818,94.63822061578462,95.68133962986212
CityA,2018-11-30,-3.2233741254660213,6.476960886087447,26.370118230306623,31.902076622936445,41.24989929180428,,56.461592344571564,65.3651551583845,90.04025732687593,90.18203793532477
CityB,2019-12-09,14.139263848879887,8.454817560040734,19.049472737637306,37.11316348653331,35.56060823920301,43.76500999475076,59.702742171962676,74.74906199000976,84.6055202101152,84.18201571034342
CityA,2019-08-22,-0.9886285073910897,19.190973602574097,19.332050825418325,49.564556826750845,55.18563240828591,49.564635639781315,,74.91907773236416,81.82631594315498,90.46657856219895
CityC,2019-06-25,2.961818178439582,25.006493883499424,28.234761654993484,25.106990101860823,45.97199766000762,58.552803157911896,54.341741699478796,76.832671990792,80.80733692306549,87.3554087162319
CityA,2020-09-07,9.48449649211036,14.300802825953687,31.469977536324308,33.817362724904925,41.34869782627648,60.46269053594611,71.90574464776519,77.45559905182404,87.54662733756072,86.19907502823449
CityB,2018-03-26,5.338973888749726,1.5319767315756234,19.118143431141895,30.23343877072041,47.125136873426214,56.35434931742759,70.16400082030378,,83.16769351510554,98.50792301379255
CityB,2020-04-05,5.6336544808056415,0.36533615749707415,23.781296862019325,35.22740154811443,45.90642014899444,49.163502875423056,63.3416451197791,76.83587936007748,85.4170963892509,95.17571146987794
CityB,2018-06-12,-2.121849977202773,8.405782628396778,12.83754091852088,30.2458535919827,41.24968990997443,49.677747424229906,69.56905346771897,81.584736085186,78.06209718979646,95.68876156407485
CityB,2020-01-10,15.048626930479244,16.631352149140138,34.04643161539191,42.803626485954254,44.80122362913633,49.38563266728741,65.32365026304143,70.15941238037719,91.00501092741142,94.1285216010004
CityC,2018-03-02,4.329121215012055,9.388523174285133,22.349600632823254,39.58361719877996,48.90285715975513,62.81107450205555,66.16029733892803,74.46320622666312,83.71117493948529,102.60749029938725
CityB,2018-11-10,9.096755733485518,13.936230821186058,24.818235326390724,33.50451087135557,54.849242600686935,56.467316591232446,55.001420307115175,79.41629207227858,89.26198530748218,97.66589048497904
CityB,2019-12-08,5.943944937747804,19.541288410255913,26.669519344320587,33.70395854536437,50.272840798479606,50.731242640840684,64.16418741089993,72.41462000217108,97.72239199842306,86.80407660168063
CityC,2019-04-20,4.075755211342523,11.349460016846677,25.964051464179747,32.20509817013535,35.92876577965439,67.48641891025119,67.71778164557784,87.53304805910848,84.02889955828255,92.88425059934141
CityC,2018-06-10,-1.4926626051644378,15.910767038973185,21.25723149422806,31.87061432235969,44.520359757226394,62.465785054770194,73.7052453178422,85.5794199659654,82.70268622134361,
CityC,2019-02-14,-4.508131533010169,18.608118418328665,32.11118194050455,40.67616648883262,55.72908823850551,55.264620254336286,65.78681187604664,74.47135123381001,81.46042151769383,100.3103432935323
CityA,2018-02-27,6.79037822549565,8.491899510785245,26.08871327906792,35.92141408000879,42.490678391821035,50.85142101943284,,81.15060664426416,91.33104183154394,90.79925984689663
CityB,2019-10-08,8.343883975649447,25.00388185101661,35.95397806543551,19.386777503584966,49.98467645537736,50.442916951006566,57.2786682827614,78.11327892728822,79.57896015597231,95.89657053303281
CityB,2019-10-01,14.915915102643376,14.479581824905743,22.858573063259115,37.744389051710066,35.65807785350883,50.830667127631955,56.291661995220565,71.52938717890342,88.23967357586817,93.5256892765554
CityC,2018-02-28,5.866755697489033,,35.87959541055511,48.691494969853196,49.82524946423224,61.815821861968075,70.3636669545332,77.17058440828774,87.60408716475138,90.76356851421086
CityA,2018-01-31,5.22770304634275,7.3841654479367795,10.905628358592178,35.839808142321246,47.01662800298843,62.5905062014466,58.79732729786391,76.09608663495774,81.81979018757863,101.09378191653519
CityB,2018-05-18,1.9800281078239008,13.798576174804209,23.00487057771473,41.22735474290482,,66.38869221414679,66.27377825858626,74.99589772389756,84.53278411435346,92.59403535442588
CityB,2019-08-30,3.823322036382956,14.58581689716145,17.711978275493873,40.95767264737995,35.46960749649027,40.02459041947744,64.04820042886027,79.84835091315173,86.43524228314209,97.785822318641
CityC,2018-05-20,-4.994375672256932,12.984491595627203,19.12809775903978,32.94856121636504,54.231423524054314,55.593672194067665,67.54618248629966,66.95389171322635,80.8762408891243,101.63588415977244
CityA,2019-07-29,7.974868909947851,23.46085356808151,24.76613267738483,26.36878160364532,47.480699725543346,61.78615235094391,61.45219072887702,78.79174266777088,77.71639278738513,93.83746770946374
CityA,2019-02-19,2.0773596583638962,17.173781291337587,24.346022815086595,27.20766342344168,48.314006055695934,53.2777511213408,55.40845930442761,72.7818329489168,93.18838804015616,89.86539893735244
CityA,2018-11-06,3.9918220899081334,24.88892667429729,31.641995279907775,35.04555790050713,41.588236568197594,49.70871411466607,60.41278909136686,72.81747437081529,82.4423049809084,90.71893410299411
CityC,2020-09-09,10.954863004874692,8.213469088539709,26.254221647606325,33.062699900681324,46.730327405155364,48.55436192333627,73.70523482382708,80.07515498340575,,92.07695191429048
CityB,2018-03-17,4.492015699863829,15.007177095539124,16.362959341865512,49.04168074180968,39.8707420575217,53.48254515430922,59.96337866588171,82.70515783780108,,94.48352255788593
CityA,2018-04-28,2.2109102423621296,21.13124639680693,22.851893928794812,53.55048979390643,59.20824202552449,51.956300797223165,61.536939056627,70.97739553861722,84.56636068928617,89.70378282101117
CityC,2019-11-10,6.401655788970591,8.365630866113706,26.329527788758572,40.216286840959036,47.694139024212,59.279100292773705,61.274923374718576,,86.15681913437695,98.19708615850591
CityB,2018-06-18,7.724775115243634,27.570172140682335,20.28637828749936,28.61041397117438,53.12726433722865,50.81412614824507,62.912461265400516,70.12084621824688,83.89529300764939,90.42740078506912
CityC,2020-06-08,4.092752941380327,8.632744119269573,35.07898898552768,32.566069817454704,,65.14672207954477,68.77329792400329,63.2791598461024,87.157091396201,96.82470114319925
CityC,2018-09-06,4.189576713532533,,27.044170485366536,38.242555629246475,32.674923152907986,55.53072805111295,70.49942457410215,77.6632715839549,90.61783081568892,90.36345123126404
CityC,2019-01-02,-2.1197438139792326,25.863759606236457,28.173810282354005,34.4547002024785,44.84206326405464,47.84203721564925,65.77300212738862,71.67418123335744,93.95843408049396,83.77005246147081
CityB,2018-01-13,18.070730157341895,20.966332235251283,30.16346217715846,37.55008552473306,,50.95815696439226,63.845156959279294,68.34359147790235,97.08129066429504,97.3653703936545
CityC,2019-02-22,3.2170505213633342,21.829650729158118,34.58861283010878,40.963239918081676,35.453496082132,56.67125628355613,59.2614816236225,71.78053452078028,86.69620349376821,
CityC,2018-03-31,13.124692660161344,21.258857222184847,32.223279374203415,34.11634050969509,42.568779897733016,57.694500884545164,70.52318262178726,77.48585114035942,89.94326598279368,91.00187915817429
CityB,2018-01-28,5.633607939652847,18.82780310586288,21.757586169330523,27.96922310492737,50.70562704039754,58.70565245761384,59.29006247489651,83.61425289267628,87.6706617047237,
CityA,2019-10-05,2.7987719361071677,12.005201212736155,31.370331222553823,37.67075268974461,42.400865157925054,54.14221181656188,72.0834216444565,70.57247322359068,87.59776516619621,94.23715019882218
CityB,2020-04-29,8.8882801849788,9.461862813969155,24.37174278533707,33.69070066448901,37.87811350716887,49.012967421934185,56.74781348309032,76.80605085977906,87.93976425259282,94.9706554747348
CityC,2018-04-26,4.0980052145912635,9.080440875236109,,36.378926309201105,37.31045966617426,55.939017837562446,62.2438087569392,75.97443869538499,70.26797848693165,95.0863542333238
CityB,2018-11-28,6.2540908230378145,8.763038094702605,27.596627517255463,38.4648995508786,34.16231915998426,47.95660420429069,68.23590790389467,79.10372111630177,88.11457105485727,100.76582510938377
CityC,2018-11-29,-7.409078643814925,16.857097624484126,18.965627881053884,44.546532291257606,37.489621967059406,54.71673688422992,62.41616576046262,72.23617390773177,91.46618829885233,100.96269558317623
CityC,2019-12-07,14.376830574472727,12.783375044384096,27.97002631987868,45.60188906619172,45.478978959816494,55.82219140064605,62.17455543121265,77.81581148905252,88.74299413276921,100.90855135790767
CityB,2018-07-25,8.678434786566775,25.852952604978483,25.66447492682794,41.13999322730649,35.938856647643966,54.94450248915946,64.43890775031582,72.57365925707889,86.35917734876548,102.79683585575805
CityA,2018-11-25,5.840144679242762,15.989040371650127,31.156884915751597,35.66149101378645,42.640438353430866,63.111384493994905,65.21434344426069,72.8201967246612,78.87412587365044,91.30168250692844
CityB,2020-04-21,-5.913101239410974,20.76718438431085,26.04830839838305,34.80300591569849,56.52387418635665,54.88004459333674,,,85.64874684961345,88.47194949897074
CityA,2019-06-11,-7.27639079877901,12.101162991436626,23.715240456822666,35.25114072401808,50.48670620062191,58.013524042133255,,70.41095331846795,75.31931418937837,110.65285153865344
CityB,2019-06-05,10.15485435138865,13.595043584322163,30.906186591470522,34.01846618326308,49.540106460276576,53.66174644265148,58.843786083180994,75.56409045012491,72.80462187520284,99.37372229066425
CityA,2018-06-02,-1.085371470239473,15.913785205013752,35.791973316882185,43.88452074109537,45.906840442817966,46.52795123000368,65.4102531177789,68.83762563605939,88.09678378069167,
CityB,2018-06-17,7.09059605386523,14.512426761125322,20.18507463866009,35.302590056980364,43.337950224555506,59.07837696654825,65.09305555936508,79.58306620020943,79.37254893575776,94.14278087501089
CityB,2019-04-01,-3.306641244145978,15.21190203345985,,31.689384115293553,44.421790019112166,56.03225284800025,48.71553730699771,63.73899835853686,86.28561353474998,87.31371646343132
CityB,2018-02-19,10.716621761828607,17.744229760482483,26.748305747913513,,38.59906765948243,52.41155360096454,58.82233832381702,75.61331393080708,76.19739503345036,91.74186065137675
CityC,2019-06-18,2.8540747588687507,10.061972009380318,22.641409784282715,37.16942727551577,49.77577003814571,63.50337299198199,64.09845726791151,73.18283969320066,95.04463793386762,96.18863909201978
CityA,2019-03-14,-3.586985103711287,15.93277190945113,25.5291116378619,33.20641385691728,37.486190015599725,46.78394781278152,64.16575813908493,72.96645050766365,72.63647305829008,
CityA,2018-10-02,-0.6169195622130959,12.046566486272791,27.857892344599584,28.264393819650536,49.45427329072835,50.49450039969946,77.59857631413483,74.3226376259118,75.48457280174398,89.04858240699332
CityB,2018-03-15,0.01298958412024298,10.776874616211074,30.10971671833983,31.117784941031896,50.823878555709115,55.8679545452556,62.3169173666658,68.72285530386362,73.98958628269668,96.0538381752299
CityB,2019-11-01,5.862009816249097,8.995882115707053,24.977363995880282,29.19118287943472,47.06658543913413,59.819359640560265,61.92652127720078,73.82125778796122,81.48164791550984,91.63447309467378
CityC,2019-04-06,1.9459044885069359,20.912327887911207,28.820087868892077,28.615356643935222,36.80423678208096,57.0754221931686,64.06490148671331,74.27499435700169,81.41630996961806,84.13378095274433
CityA,2018-03-16,-11.41668896278354,16.468393043424467,20.03424785671437,32.609956418996326,44.60149491262015,50.981573624519946,68.53535387001097,83.78075718878043,86.34152028019646,94.21251714271803
CityB,2020-01-24,-2.0496494771589617,12.812534252175254,27.342267439938368,32.65793986545959,38.85525787817902,53.60903787672166,62.25851583348723,74.25394353901285,84.77987746380553,92.59553408528166
CityA,2019-05-22,,7.126268654037479,24.017337777583442,41.66449147932724,47.92084722850224,47.293012579520656,66.2357096391611,75.00112794889036,78.34079933625182,95.61602287940211
CityA,2020-02-22,8.817545773695231,20.217166929881333,27.080634784644346,33.03772624988991,44.16196555903608,56.73995838547617,62.86449705373439,85.01520138621967,86.77988652045778,99.69738251017758
CityB,2019-05-24,3.8001980778745823,13.206458925837897,32.4622121824208,19.6032024470913,55.695685755821884,53.49809525881912,62.603287832862,71.74328730971529,75.98636634425307,96.67648034852236
CityB,2018-05-21,6.996900227262686,15.382822920116709,24.011126558824834,29.62743652518097,47.39371622352487,51.655481120131206,63.44668315304478,74.05797709224674,89.56702932567244,96.18515695583721
CityC,2018-04-18,4.837620212335264,13.974531721813245,26.283413521741345,34.12172176479078,46.013304295850766,56.733007048581875,72.20687645274838,71.85734365114574,87.05612822072366,99.13671514430807
CityA,2019-09-10,5.399655673466358,27.268046824506243,27.46941603616622,35.44526684728899,43.75170997113554,51.99660893803151,65.49752357255689,88.51565425466322,86.87593352515628,93.75489101881232
CityA,2020-06-04,9.340689605633758,17.969796838747502,36.37022350388574,37.78962896709824,46.04670349579248,56.58149089551401,56.93333229287372,78.16827354207729,85.07410182375226,88.43449788765179
CityB,2019-10-30,1.0728810060895904,14.411986427910222,24.599041472950006,34.84841865379152,48.5680195343022,70.92692513647303,55.78303373924149,78.18664994949208,83.54171458938573,100.76224791838555
CityA,2020-04-24,7.6094934530784855,11.426416985529027,20.33227344820948,38.80597423764083,48.5562924256649,55.03976775767431,61.14082886522687,86.06493466916793,86.32754743211412,98.39854814434118
CityB,2019-08-24,8.66689899252076,19.957619815434633,19.126789361614005,34.225148414098896,50.74031582026004,55.50078970552984,65.09151520844128,71.73516714867702,85.74814407387173,
CityA,2018-03-03,1.6250688543133558,15.732361625374342,18.259850065581144,45.18108301450346,46.675479884852805,60.87492022567646,65.20296263326132,75.2940611634072,84.61392586245735,101.98394978976398
CityA,2018-11-27,6.557111986905408,27.599397469125442,20.3140508646846,30.296075649518095,41.38878481517155,57.86001929373149,67.03484732809575,81.05015085875777,85.14344332186573,92.6327759079171
CityB,2018-10-05,6.258084116555078,18.984903454155656,32.211998770571824,33.73961696218932,39.20663447208975,49.58880119367533,47.808532271482086,67.62363793332243,81.40261273240131,89.71660978406351
CityB,2020-02-11,14.938354538727577,19.72759469228144,22.34686536913951,33.35219877959112,44.59745013130383,46.43868776630169,69.47694621601322,67.92555807767381,83.93085560519368,90.70309973553293
CityC,2018-05-22,9.048369077352046,6.290572119742387,26.0180341713697,35.21714161929135,50.74235518535866,44.21573371118224,68.77578485099096,74.06743112709411,90.09817005284334,92.96117257413184
CityA,2018-02-02,4.52375410917714,18.70625140493938,24.78970891622894,34.101966272192996,52.60831994757818,51.73372023153044,57.37281886582402,82.42209727242168,85.82656352141608,97.3498812179324
CityA,2020-06-18,,,22.773757384996642,40.26698613239507,40.019076634990505,57.887453673741575,59.79960315241269,78.11838700464713,83.34268168577795,83.2893062454894
CityC,2019-10-15,11.620493412157963,6.7010679330869065,32.0790321000671,42.84183634838916,51.98034165306773,58.725765130941,65.22180396388828,76.5387305488245,,103.15978022841479
CityA,2019-09-22,10.940246352209511,17.696124428042648,29.504399701505783,39.15604109050227,51.830538092489356,49.397948975874925,57.83461027402755,73.58924168490661,84.05552529068672,109.55135782568783
CityA,2018-06-01,3.0868364154317867,9.910390902900916,23.115849553817927,45.178337128586215,55.03981270338407,52.8306403655442,79.3722754184569,76.63250060719467,72.49204839542068,87.740362061373
CityA,2018-10-13,-3.7004693249022544,15.612161034165787,20.409481664404314,40.003409677084065,45.596614326720086,45.85001993038982,64.40857435699449,72.82043940134918,85.82027061151044,90.19119592490998
CityB,2020-07-12,7.630523815729055,17.126552716142857,32.53493390202564,40.41658390573893,40.86202619425338,53.877943983129484,71.45217866842516,73.38007506357465,88.41171492640075,102.98187376356078
CityC,2020-07-29,,19.983011298504312,22.645037255091985,,47.68267996715454,44.06887190228501,67.73995061215565,81.82977843141911,80.39149503863496,86.14615917071042
CityC,2018-01-27,12.617957785183833,17.055929704173046,20.75657376017592,37.29337705460878,48.66136059967373,61.66796431170687,63.54822220092913,76.99288079743249,93.01061571424108,105.55588586290229
CityB,2020-06-15,8.546914326329631,21.786247244085082,22.56353512736363,32.59447748174184,52.371518494652555,61.99071759032425,68.354928787814,78.54466397376694,93.75977544440542,
CityA,2018-10-01,5.804757036388921,14.282058714995292,25.290657844513646,41.57277113965128,32.67835840261345,59.222897607898936,64.99961770114838,70.66329436281288,93.1081573919857,95.76925285084853
CityC,2018-09-05,2.710062286815015,-3.166681258256772,25.41474213231826,27.98200898525445,40.61821015332954,49.1599328482401,68.33635546949724,73.08834031647628,76.83584833692844,93.71505363814065
CityB,2018-04-16,-3.1415858657334375,7.857439941866399,20.517371226426903,39.801848991455316,51.18309886426409,55.28280359978956,70.40154216815986,77.64962243960841,90.85743588825464,98.03733039722125
CityB,2020-07-23,19.509056885685105,,24.532002577067566,31.724160345592185,48.05996734732268,61.45697701771176,65.73094095481031,79.61152155963164,,91.64648757397129
CityB,2018-03-01,6.229610451732253,14.241706786535701,25.298982528530694,33.858672763151326,53.82198019337753,46.84127639621239,66.36268158262322,85.94920506816065,82.8869688395667,
CityC,2019-08-04,2.1389378756601776,14.414251915818278,40.16230825636128,30.972775367930996,37.15618290837847,47.048380627659654,73.85545236226557,68.61719541335204,75.54666637935382,97.15182354621639
CityB,2019-06-29,-2.869093957091666,9.997423665814484,30.851319714336178,25.17328966216701,46.398166645399456,51.773784976345986,,72.08384408067903,82.06514297849654,97.96020944862872
CityC,2018-10-04,8.913990134982186,5.187877283019238,13.926192038183729,35.48751259196991,45.06433653920009,55.01871881989915,56.76866856019542,73.06573376501937,87.51461004194596,88.74827864962884
CityC,2019-07-30,2.7162674846207153,9.036172801022506,26.97496139641162,21.082062158967442,44.29319599928111,,61.3336384407239,77.76873727946389,96.74295137165163,89.09991366210119
CityB,2020-07-04,0.3239814635808851,22.271944458778712,23.025602275733938,27.76122892562362,44.6548730054887,55.67728998635119,58.9072299784647,,85.75915292156891,100.49906223392591
CityC,2020-05-07,1.809144529688731,22.36347767175979,31.23961929446218,30.77672673267326,43.40965346320263,45.023241156683376,60.21171678473912,77.74599835338813,92.7403898876081,98.55217949019374
CityB,2019-11-21,6.223456767348942,20.535585587827264,24.952020702966163,,41.718982368459024,55.76436431201536,67.56107753500406,80.45395075044334,92.55044959035602,94.06041045298412
CityB,2020-05-14,,17.858276308396956,26.583198884796094,40.684200296948376,59.17966501664996,57.66081197072621,75.9014673677727,66.07815591788051,83.89859473421039,97.69519232052144
CityC,2020-09-23,2.2692080818231517,18.00077143110828,35.944931463197484,,48.09547715668869,51.548369390677145,65.120020477906,85.58724276069483,98.0496534171015,91.32271702559548
CityB,2018-08-23,2.1535694313210128,1.2959686764068394,27.587361052061404,37.135433366430924,47.68396483484074,49.50314183812704,70.84905289445204,,79.22232845509092,88.56785178726454
CityB,2019-10-26,2.0201480659917768,5.55618271404393,19.376917804208045,35.88909178644261,43.39742645918071,,,77.31382094902945,82.13395339763532,84.06064029618186
